user_id,registration_date,age,gender,location_city,location_province,income_range,total_purchases,total_spent,avg_order_value,last_active,customer_segment
user_00451,2025-01-07,62,F,Tangerang,Banten,<25k,37,3441.36,93.01,2026-03-31 09:51:30,VIP
user_00452,2024-05-22,43,M,Bekasi,Jawa Barat,>200k,3,737.23,245.74,2026-03-05 09:51:30,New
user_00453,2025-10-23,33,F,Semarang,Jawa Tengah,50-100k,25,9133.16,365.33,2026-03-12 09:51:30,VIP
user_00454,2025-04-05,38,F,Semarang,Jawa Tengah,25-50k,4,1898.4,474.6,2026-03-31 09:51:30,New
user_00455,2024-07-15,24,M,Surabaya,Jawa Timur,25-50k,28,7272.29,259.72,2026-03-22 09:51:30,VIP
user_00456,2025-11-02,52,F,Medan,Sumatera Utara,100-200k,19,4911.61,258.51,2026-03-08 09:51:30,Regular
user_00457,2025-11-03,23,M,Semarang,Jawa Tengah,>200k,2,293.52,146.76,2026-03-08 09:51:30,New
user_00458,2025-04-04,27,M,Medan,Sumatera Utara,50-100k,25,7026.42,281.06,2026-03-14 09:51:30,VIP
user_00459,2025-05-03,34,M,Jakarta,DKI Jakarta,100-200k,28,8405.02,300.18,2026-03-18 09:51:30,VIP
user_00460,2025-06-23,24,F,Surabaya,Jawa Timur,25-50k,7,387.66,55.38,2026-03-09 09:51:30,Premium
user_00461,2025-07-21,26,M,Palembang,Sumatera Selatan,50-100k,43,14346.26,333.63,2026-03-15 09:51:30,VIP
user_00462,2025-12-09,55,F,Surabaya,Jawa Timur,<25k,4,555.95,138.99,2026-03-15 09:51:30,New
user_00463,2024-12-06,26,M,Makassar,Sulawesi Selatan,<25k,2,948.05,474.03,2026-04-03 09:51:30,New
user_00464,2025-09-14,54,F,Palembang,Sumatera Selatan,100-200k,1,222.23,222.23,2026-03-22 09:51:30,New
user_00465,2025-09-10,40,M,Bandung,Jawa Barat,50-100k,17,4261.99,250.71,2026-03-31 09:51:30,Regular
user_00466,2026-01-29,57,M,Semarang,Jawa Tengah,100-200k,26,11628.51,447.25,2026-03-20 09:51:30,VIP
user_00467,2026-01-02,23,F,Palembang,Sumatera Selatan,25-50k,26,3633.66,139.76,2026-03-07 09:51:30,VIP
user_00468,2024-09-13,33,M,Palembang,Sumatera Selatan,50-100k,30,8850.99,295.03,2026-03-20 09:51:30,VIP
user_00469,2025-03-18,54,F,Palembang,Sumatera Selatan,50-100k,11,679.01,61.73,2026-03-16 09:51:30,Regular
user_00470,2025-07-24,19,F,Jakarta,DKI Jakarta,100-200k,33,6957.88,210.84,2026-03-17 09:51:30,VIP
user_00471,2025-07-10,28,M,Medan,Sumatera Utara,25-50k,17,4932.73,290.16,2026-03-10 09:51:30,Regular
user_00472,2026-01-07,32,F,Makassar,Sulawesi Selatan,25-50k,11,1720.93,156.45,2026-03-25 09:51:30,Regular
user_00473,2025-03-03,55,M,Makassar,Sulawesi Selatan,>200k,36,4102.06,113.95,2026-03-05 09:51:30,VIP
user_00474,2025-08-25,49,F,Bandung,Jawa Barat,100-200k,2,181.23,90.62,2026-03-28 09:51:30,New
user_00475,2024-06-27,32,M,Depok,Jawa Barat,100-200k,0,0.0,0.0,2026-03-16 09:51:30,New
user_00476,2025-08-11,26,F,Bandung,Jawa Barat,50-100k,3,179.58,59.86,2026-03-17 09:51:30,New
user_00477,2025-10-11,25,F,Surabaya,Jawa Timur,50-100k,45,21323.95,473.87,2026-03-23 09:51:30,VIP
user_00478,2024-07-13,24,F,Semarang,Jawa Tengah,50-100k,8,3913.1,489.14,2026-03-12 09:51:30,Premium
user_00479,2024-12-13,58,F,Makassar,Sulawesi Selatan,25-50k,45,21867.04,485.93,2026-03-13 09:51:30,VIP
user_00480,2024-06-15,40,M,Bekasi,Jawa Barat,25-50k,24,4513.69,188.07,2026-03-13 09:51:30,VIP
user_00481,2025-05-08,26,M,Jakarta,DKI Jakarta,>200k,25,10821.02,432.84,2026-03-11 09:51:30,VIP
user_00482,2024-08-01,20,M,Bekasi,Jawa Barat,50-100k,39,5826.71,149.4,2026-03-17 09:51:30,VIP
user_00483,2025-11-19,49,M,Makassar,Sulawesi Selatan,<25k,15,3090.97,206.06,2026-03-25 09:51:30,Regular
user_00484,2025-09-15,58,M,Makassar,Sulawesi Selatan,100-200k,0,0.0,0.0,2026-03-28 09:51:30,New
user_00485,2025-12-26,40,F,Surabaya,Jawa Timur,<25k,3,671.02,223.67,2026-03-12 09:51:30,New
user_00486,2024-12-31,28,F,Tangerang,Banten,100-200k,22,6505.64,295.71,2026-04-01 09:51:30,VIP
user_00487,2024-10-31,54,M,Bandung,Jawa Barat,100-200k,4,1638.55,409.64,2026-04-03 09:51:30,New
user_00488,2025-05-08,19,F,Semarang,Jawa Tengah,<25k,4,815.25,203.81,2026-03-07 09:51:30,New
user_00489,2025-02-14,28,M,Depok,Jawa Barat,<25k,21,6663.59,317.31,2026-03-16 09:51:30,VIP
user_00490,2024-10-27,63,M,Palembang,Sumatera Selatan,25-50k,38,17114.78,450.39,2026-03-30 09:51:30,VIP
user_00491,2026-01-10,24,F,Medan,Sumatera Utara,25-50k,26,9457.2,363.74,2026-03-12 09:51:30,VIP
user_00492,2024-08-29,34,F,Semarang,Jawa Tengah,25-50k,6,434.02,72.34,2026-03-17 09:51:30,Premium
user_00493,2024-08-20,49,M,Jakarta,DKI Jakarta,50-100k,0,0.0,0.0,2026-03-26 09:51:30,New
user_00494,2024-04-27,58,F,Medan,Sumatera Utara,<25k,1,143.13,143.13,2026-03-15 09:51:30,New
user_00495,2025-05-11,23,F,Surabaya,Jawa Timur,50-100k,50,11443.02,228.86,2026-03-20 09:51:30,VIP
user_00496,2024-04-28,34,M,Depok,Jawa Barat,100-200k,11,2386.55,216.96,2026-03-23 09:51:30,Regular
user_00497,2025-02-20,29,F,Jakarta,DKI Jakarta,50-100k,28,7259.73,259.28,2026-03-28 09:51:30,VIP
user_00498,2025-06-03,54,M,Bandung,Jawa Barat,<25k,5,1753.32,350.66,2026-03-10 09:51:30,Premium
user_00499,2024-08-28,44,M,Depok,Jawa Barat,<25k,24,10038.78,418.28,2026-03-22 09:51:30,VIP
user_00500,2024-09-03,61,F,Bekasi,Jawa Barat,25-50k,30,5534.5,184.48,2026-03-23 09:51:30,VIP
user_00501,2026-01-29,50,M,Surabaya,Jawa Timur,100-200k,11,5247.85,477.08,2026-03-30 09:51:30,Regular
user_00502,2025-08-01,30,M,Jakarta,DKI Jakarta,100-200k,5,2473.63,494.73,2026-03-22 09:51:30,Premium
user_00503,2025-08-11,58,M,Bekasi,Jawa Barat,50-100k,20,9197.24,459.86,2026-03-06 09:51:30,VIP
user_00504,2025-12-27,23,F,Depok,Jawa Barat,100-200k,35,6886.5,196.76,2026-03-27 09:51:30,VIP
user_00505,2024-09-19,47,M,Bekasi,Jawa Barat,>200k,33,13258.03,401.76,2026-04-01 09:51:30,VIP
user_00506,2025-01-05,27,M,Bekasi,Jawa Barat,>200k,37,14476.98,391.27,2026-03-05 09:51:30,VIP
user_00507,2025-11-23,24,M,Semarang,Jawa Tengah,>200k,22,9791.15,445.05,2026-03-27 09:51:30,VIP
user_00508,2025-02-06,59,F,Bekasi,Jawa Barat,>200k,30,2005.79,66.86,2026-03-27 09:51:30,VIP
user_00509,2025-01-17,27,F,Jakarta,DKI Jakarta,100-200k,21,7575.35,360.73,2026-04-03 09:51:30,VIP
user_00510,2024-11-04,35,F,Jakarta,DKI Jakarta,50-100k,50,9318.74,186.37,2026-03-27 09:51:30,VIP
user_00511,2024-10-18,62,M,Medan,Sumatera Utara,25-50k,19,9279.58,488.4,2026-03-21 09:51:30,Regular
user_00512,2025-04-11,35,F,Bekasi,Jawa Barat,<25k,12,2985.27,248.77,2026-03-06 09:51:30,Regular
user_00513,2025-01-13,65,F,Depok,Jawa Barat,50-100k,3,845.61,281.87,2026-03-30 09:51:30,New
user_00514,2025-12-28,37,F,Bandung,Jawa Barat,>200k,36,2268.96,63.03,2026-03-29 09:51:30,VIP
user_00515,2025-08-12,21,M,Jakarta,DKI Jakarta,100-200k,3,1389.34,463.11,2026-03-13 09:51:30,New
user_00516,2025-08-14,35,F,Tangerang,Banten,>200k,25,8398.36,335.93,2026-04-01 09:51:30,VIP
user_00517,2024-04-07,19,M,Makassar,Sulawesi Selatan,100-200k,38,9528.37,250.75,2026-03-05 09:51:30,VIP
user_00518,2024-11-05,55,F,Makassar,Sulawesi Selatan,25-50k,16,6192.52,387.03,2026-03-13 09:51:30,Regular
user_00519,2025-12-03,36,M,Palembang,Sumatera Selatan,<25k,10,4342.2,434.22,2026-03-11 09:51:30,Regular
user_00520,2025-07-29,32,M,Medan,Sumatera Utara,50-100k,41,9605.41,234.28,2026-04-04 09:51:30,VIP
user_00521,2024-04-06,18,F,Bandung,Jawa Barat,25-50k,38,15594.79,410.39,2026-03-28 09:51:30,VIP
user_00522,2025-06-20,56,F,Semarang,Jawa Tengah,100-200k,24,10397.13,433.21,2026-03-21 09:51:30,VIP
user_00523,2025-06-20,31,F,Semarang,Jawa Tengah,>200k,39,8920.03,228.72,2026-04-01 09:51:30,VIP
user_00524,2026-02-26,50,F,Depok,Jawa Barat,>200k,38,6733.77,177.2,2026-03-14 09:51:30,VIP
user_00525,2025-11-15,48,M,Makassar,Sulawesi Selatan,50-100k,40,7852.47,196.31,2026-03-27 09:51:30,VIP
user_00526,2025-06-11,59,F,Medan,Sumatera Utara,25-50k,33,13017.29,394.46,2026-03-07 09:51:30,VIP
user_00527,2026-01-06,56,F,Makassar,Sulawesi Selatan,25-50k,46,2826.92,61.45,2026-03-20 09:51:30,VIP
user_00528,2025-05-07,34,F,Palembang,Sumatera Selatan,100-200k,47,3097.0,65.89,2026-03-13 09:51:30,VIP
user_00529,2024-07-28,30,F,Medan,Sumatera Utara,>200k,40,16128.15,403.2,2026-03-06 09:51:30,VIP
user_00530,2024-04-17,40,F,Bandung,Jawa Barat,>200k,11,2004.23,182.2,2026-03-20 09:51:30,Regular
user_00531,2025-10-25,65,F,Depok,Jawa Barat,25-50k,43,19557.09,454.82,2026-03-15 09:51:30,VIP
user_00532,2025-12-04,32,F,Medan,Sumatera Utara,50-100k,26,10520.66,404.64,2026-03-25 09:51:30,VIP
user_00533,2025-02-18,34,F,Tangerang,Banten,<25k,30,2224.64,74.15,2026-03-15 09:51:30,VIP
user_00534,2024-07-16,55,M,Tangerang,Banten,25-50k,32,3325.35,103.92,2026-03-14 09:51:30,VIP
user_00535,2025-02-08,51,F,Palembang,Sumatera Selatan,<25k,9,1006.33,111.81,2026-03-29 09:51:30,Premium
user_00536,2025-03-20,44,F,Bandung,Jawa Barat,50-100k,45,5902.22,131.16,2026-04-02 09:51:30,VIP
user_00537,2024-10-22,39,M,Makassar,Sulawesi Selatan,<25k,0,0.0,0.0,2026-03-29 09:51:30,New
user_00538,2025-09-14,54,M,Tangerang,Banten,<25k,8,2612.13,326.52,2026-03-15 09:51:30,Premium
user_00539,2024-12-21,43,F,Tangerang,Banten,100-200k,0,0.0,0.0,2026-03-29 09:51:30,New
user_00540,2025-02-16,18,F,Depok,Jawa Barat,25-50k,1,354.54,354.54,2026-03-15 09:51:30,New
user_00541,2025-06-24,32,F,Semarang,Jawa Tengah,25-50k,6,1335.59,222.6,2026-03-17 09:51:30,Premium
user_00542,2025-04-26,28,M,Jakarta,DKI Jakarta,50-100k,18,4593.0,255.17,2026-03-19 09:51:30,Regular
user_00543,2024-07-03,51,F,Palembang,Sumatera Selatan,25-50k,21,10463.51,498.26,2026-03-20 09:51:30,VIP
user_00544,2025-03-03,30,M,Palembang,Sumatera Selatan,<25k,14,2113.22,150.94,2026-03-31 09:51:30,Regular
user_00545,2025-08-01,64,M,Bekasi,Jawa Barat,>200k,10,1054.23,105.42,2026-03-13 09:51:30,Regular
user_00546,2024-05-08,20,F,Semarang,Jawa Tengah,>200k,39,2802.7,71.86,2026-04-03 09:51:30,VIP
user_00547,2024-04-27,24,M,Jakarta,DKI Jakarta,<25k,26,6498.48,249.94,2026-04-01 09:51:30,VIP
user_00548,2024-08-22,34,F,Bandung,Jawa Barat,25-50k,44,15777.65,358.58,2026-04-04 09:51:30,VIP
user_00549,2025-05-01,44,M,Depok,Jawa Barat,50-100k,39,12578.88,322.54,2026-03-31 09:51:30,VIP
user_00550,2025-01-01,24,M,Semarang,Jawa Tengah,<25k,50,4890.93,97.82,2026-03-29 09:51:30,VIP
user_00551,2024-06-20,30,F,Depok,Jawa Barat,25-50k,22,8064.02,366.55,2026-03-26 09:51:30,VIP
user_00552,2025-09-22,20,F,Medan,Sumatera Utara,100-200k,21,3266.07,155.53,2026-04-04 09:51:30,VIP
user_00553,2024-04-17,23,M,Bekasi,Jawa Barat,100-200k,9,4295.26,477.25,2026-03-11 09:51:30,Premium
user_00554,2024-09-28,22,M,Semarang,Jawa Tengah,25-50k,29,14352.09,494.9,2026-03-26 09:51:30,VIP
user_00555,2025-06-08,47,M,Surabaya,Jawa Timur,25-50k,2,867.02,433.51,2026-03-24 09:51:30,New
user_00556,2024-04-11,38,F,Surabaya,Jawa Timur,<25k,48,21630.31,450.63,2026-04-04 09:51:30,VIP
user_00557,2025-10-15,60,M,Makassar,Sulawesi Selatan,50-100k,28,13434.12,479.79,2026-03-27 09:51:30,VIP
user_00558,2025-11-30,41,F,Bandung,Jawa Barat,<25k,25,5752.82,230.11,2026-03-21 09:51:30,VIP
user_00559,2025-05-31,42,F,Palembang,Sumatera Selatan,25-50k,7,767.41,109.63,2026-03-12 09:51:30,Premium
user_00560,2026-01-04,28,M,Palembang,Sumatera Selatan,>200k,30,12330.57,411.02,2026-03-14 09:51:30,VIP
user_00561,2024-12-12,29,F,Makassar,Sulawesi Selatan,>200k,1,438.16,438.16,2026-03-07 09:51:30,New
user_00562,2025-10-23,48,F,Surabaya,Jawa Timur,100-200k,28,1979.25,70.69,2026-03-27 09:51:30,VIP
user_00563,2024-05-04,38,M,Depok,Jawa Barat,>200k,46,13995.75,304.26,2026-03-05 09:51:30,VIP
user_00564,2024-04-19,39,M,Palembang,Sumatera Selatan,25-50k,30,6167.62,205.59,2026-03-14 09:51:30,VIP
user_00565,2024-05-18,42,M,Depok,Jawa Barat,>200k,3,165.72,55.24,2026-03-06 09:51:30,New
user_00566,2025-09-26,50,F,Tangerang,Banten,25-50k,4,1552.57,388.14,2026-03-25 09:51:30,New
user_00567,2025-07-02,39,F,Jakarta,DKI Jakarta,>200k,14,4168.12,297.72,2026-03-23 09:51:30,Regular
user_00568,2025-01-17,33,M,Tangerang,Banten,100-200k,36,9059.2,251.64,2026-03-08 09:51:30,VIP
user_00569,2024-10-11,46,F,Surabaya,Jawa Timur,100-200k,47,16168.84,344.02,2026-04-01 09:51:30,VIP
user_00570,2025-01-16,44,M,Depok,Jawa Barat,>200k,0,0.0,0.0,2026-03-10 09:51:30,New
user_00571,2024-06-25,57,F,Depok,Jawa Barat,>200k,13,4479.39,344.57,2026-03-21 09:51:30,Regular
user_00572,2025-03-21,41,M,Medan,Sumatera Utara,100-200k,21,6343.43,302.07,2026-03-16 09:51:30,VIP
user_00573,2024-06-29,48,F,Tangerang,Banten,<25k,6,2350.16,391.69,2026-03-28 09:51:30,Premium
user_00574,2026-03-03,39,F,Semarang,Jawa Tengah,>200k,33,7202.27,218.25,2026-04-01 09:51:30,VIP
user_00575,2026-01-18,28,F,Bandung,Jawa Barat,100-200k,6,986.58,164.43,2026-03-29 09:51:30,Premium
user_00576,2025-08-25,25,F,Medan,Sumatera Utara,100-200k,50,6788.02,135.76,2026-03-25 09:51:30,VIP
user_00577,2025-11-15,44,M,Bekasi,Jawa Barat,<25k,49,22113.18,451.29,2026-03-21 09:51:30,VIP
user_00578,2024-04-30,55,M,Tangerang,Banten,<25k,33,12582.78,381.3,2026-03-18 09:51:30,VIP
user_00579,2024-12-17,55,F,Depok,Jawa Barat,25-50k,44,13655.38,310.35,2026-03-12 09:51:30,VIP
user_00580,2025-10-25,24,F,Bekasi,Jawa Barat,>200k,20,5536.99,276.85,2026-03-23 09:51:30,VIP
user_00581,2025-01-01,56,M,Semarang,Jawa Tengah,100-200k,21,10221.15,486.72,2026-03-21 09:51:30,VIP
user_00582,2025-10-20,26,F,Bekasi,Jawa Barat,>200k,19,8158.29,429.38,2026-03-18 09:51:30,Regular
user_00583,2025-04-18,63,M,Medan,Sumatera Utara,25-50k,39,14487.45,371.47,2026-03-14 09:51:30,VIP
user_00584,2025-03-17,61,M,Bandung,Jawa Barat,>200k,34,12322.97,362.44,2026-03-25 09:51:30,VIP
user_00585,2025-11-07,40,F,Bekasi,Jawa Barat,>200k,42,15521.34,369.56,2026-03-14 09:51:30,VIP
user_00586,2024-09-05,36,F,Jakarta,DKI Jakarta,>200k,6,368.23,61.37,2026-03-31 09:51:30,Premium
user_00587,2026-01-10,60,M,Medan,Sumatera Utara,50-100k,48,19367.5,403.49,2026-03-26 09:51:30,VIP
user_00588,2024-04-05,34,M,Jakarta,DKI Jakarta,50-100k,13,5058.52,389.12,2026-04-03 09:51:30,Regular
user_00589,2025-03-03,46,M,Bekasi,Jawa Barat,>200k,14,5377.2,384.09,2026-03-18 09:51:30,Regular
user_00590,2025-01-31,33,F,Jakarta,DKI Jakarta,100-200k,24,5698.92,237.45,2026-03-10 09:51:30,VIP
user_00591,2025-04-19,53,M,Jakarta,DKI Jakarta,50-100k,12,3951.03,329.25,2026-03-11 09:51:30,Regular
user_00592,2024-12-07,32,F,Bekasi,Jawa Barat,>200k,47,15111.63,321.52,2026-03-11 09:51:30,VIP
user_00593,2025-08-19,36,F,Bandung,Jawa Barat,<25k,11,5314.25,483.11,2026-03-12 09:51:30,Regular
user_00594,2024-09-25,25,F,Jakarta,DKI Jakarta,100-200k,17,5107.98,300.47,2026-03-31 09:51:30,Regular
user_00595,2025-09-22,55,F,Jakarta,DKI Jakarta,50-100k,29,10711.45,369.36,2026-03-31 09:51:30,VIP
user_00596,2026-01-24,27,F,Bekasi,Jawa Barat,<25k,49,23009.02,469.57,2026-03-16 09:51:30,VIP
user_00597,2024-04-27,37,F,Bekasi,Jawa Barat,>200k,22,1821.52,82.8,2026-03-13 09:51:30,VIP
user_00598,2025-04-14,51,M,Bandung,Jawa Barat,>200k,4,1615.26,403.82,2026-03-30 09:51:30,New
user_00599,2025-01-04,52,F,Surabaya,Jawa Timur,50-100k,14,6265.4,447.53,2026-03-14 09:51:30,Regular
user_00600,2025-03-31,39,F,Semarang,Jawa Tengah,25-50k,48,15754.86,328.23,2026-03-20 09:51:30,VIP
user_00601,2024-08-08,59,M,Surabaya,Jawa Timur,50-100k,28,4428.38,158.16,2026-03-15 09:51:30,VIP
user_00602,2024-06-15,57,M,Jakarta,DKI Jakarta,50-100k,24,11092.07,462.17,2026-03-05 09:51:30,VIP
user_00603,2025-11-09,42,F,Depok,Jawa Barat,50-100k,1,460.1,460.1,2026-03-09 09:51:30,New
user_00604,2025-02-15,50,F,Tangerang,Banten,<25k,18,8176.08,454.23,2026-03-29 09:51:30,Regular
user_00605,2025-04-11,50,M,Surabaya,Jawa Timur,25-50k,49,14312.35,292.09,2026-04-04 09:51:30,VIP
user_00606,2024-06-02,22,M,Medan,Sumatera Utara,100-200k,6,855.06,142.51,2026-03-09 09:51:30,Premium
user_00607,2024-12-15,59,M,Bandung,Jawa Barat,<25k,29,10805.13,372.59,2026-04-03 09:51:30,VIP
user_00608,2025-12-06,22,M,Bandung,Jawa Barat,50-100k,35,2859.46,81.7,2026-03-09 09:51:30,VIP
user_00609,2025-07-15,34,F,Palembang,Sumatera Selatan,100-200k,40,9280.06,232.0,2026-03-25 09:51:30,VIP
user_00610,2026-02-16,42,M,Depok,Jawa Barat,<25k,41,15339.27,374.13,2026-04-02 09:51:30,VIP
user_00611,2024-07-14,20,M,Makassar,Sulawesi Selatan,>200k,6,1082.56,180.43,2026-03-14 09:51:30,Premium
user_00612,2025-05-01,56,M,Semarang,Jawa Tengah,100-200k,24,5467.22,227.8,2026-03-14 09:51:30,VIP
user_00613,2026-02-02,48,M,Depok,Jawa Barat,25-50k,8,3088.31,386.04,2026-03-10 09:51:30,Premium
user_00614,2024-08-24,36,M,Semarang,Jawa Tengah,50-100k,0,0.0,0.0,2026-03-18 09:51:30,New
user_00615,2025-10-12,25,M,Jakarta,DKI Jakarta,>200k,38,8638.8,227.34,2026-03-18 09:51:30,VIP
user_00616,2025-12-08,37,M,Makassar,Sulawesi Selatan,25-50k,26,11895.85,457.53,2026-03-08 09:51:30,VIP
user_00617,2024-09-27,27,M,Bandung,Jawa Barat,25-50k,39,16599.83,425.64,2026-03-29 09:51:30,VIP
user_00618,2025-11-08,29,M,Depok,Jawa Barat,100-200k,41,12191.31,297.35,2026-03-26 09:51:30,VIP
user_00619,2024-04-17,22,F,Surabaya,Jawa Timur,25-50k,46,14318.33,311.27,2026-03-05 09:51:30,VIP
user_00620,2025-04-01,40,M,Medan,Sumatera Utara,<25k,18,5918.08,328.78,2026-03-07 09:51:30,Regular
user_00621,2025-08-19,38,F,Tangerang,Banten,50-100k,39,13522.86,346.74,2026-03-13 09:51:30,VIP
user_00622,2024-07-15,27,F,Makassar,Sulawesi Selatan,100-200k,10,521.74,52.17,2026-03-28 09:51:30,Regular
user_00623,2025-07-22,63,F,Semarang,Jawa Tengah,50-100k,8,2846.49,355.81,2026-03-25 09:51:30,Premium
user_00624,2024-10-30,47,F,Makassar,Sulawesi Selatan,50-100k,31,9245.82,298.25,2026-03-30 09:51:30,VIP
user_00625,2024-05-13,56,M,Semarang,Jawa Tengah,25-50k,34,4705.41,138.39,2026-03-12 09:51:30,VIP
user_00626,2024-06-02,22,M,Jakarta,DKI Jakarta,>200k,40,2561.5,64.04,2026-03-17 09:51:30,VIP
user_00627,2024-07-21,43,M,Jakarta,DKI Jakarta,>200k,16,4712.98,294.56,2026-03-18 09:51:30,Regular
user_00628,2024-11-07,59,M,Makassar,Sulawesi Selatan,100-200k,14,6316.06,451.15,2026-03-17 09:51:30,Regular
user_00629,2025-05-12,26,F,Depok,Jawa Barat,>200k,5,1142.77,228.55,2026-03-19 09:51:30,Premium
user_00630,2026-02-23,60,M,Bekasi,Jawa Barat,25-50k,48,13505.35,281.36,2026-03-21 09:51:30,VIP
user_00631,2025-09-23,29,M,Tangerang,Banten,50-100k,2,296.94,148.47,2026-03-20 09:51:30,New
user_00632,2025-07-11,22,F,Makassar,Sulawesi Selatan,25-50k,2,701.73,350.86,2026-03-19 09:51:30,New
user_00633,2025-03-01,42,F,Tangerang,Banten,<25k,2,982.53,491.27,2026-03-25 09:51:30,New
user_00634,2025-11-20,63,F,Semarang,Jawa Tengah,>200k,34,10423.45,306.57,2026-03-23 09:51:30,VIP
user_00635,2024-05-05,42,F,Bekasi,Jawa Barat,<25k,33,5386.06,163.21,2026-03-06 09:51:30,VIP
user_00636,2025-07-20,51,F,Makassar,Sulawesi Selatan,50-100k,31,12607.57,406.7,2026-03-07 09:51:30,VIP
user_00637,2024-06-25,18,M,Tangerang,Banten,25-50k,14,1185.66,84.69,2026-03-15 09:51:30,Regular
user_00638,2025-05-22,31,M,Bandung,Jawa Barat,25-50k,23,7380.91,320.91,2026-03-09 09:51:30,VIP
user_00639,2025-11-04,60,M,Palembang,Sumatera Selatan,50-100k,46,4646.11,101.0,2026-03-14 09:51:30,VIP
user_00640,2024-10-31,48,M,Bekasi,Jawa Barat,25-50k,41,17425.58,425.01,2026-04-04 09:51:30,VIP
user_00641,2025-06-29,20,M,Bekasi,Jawa Barat,>200k,10,1106.26,110.63,2026-03-19 09:51:30,Regular
user_00642,2026-01-24,54,M,Jakarta,DKI Jakarta,25-50k,16,7441.62,465.1,2026-03-19 09:51:30,Regular
user_00643,2025-01-14,56,M,Semarang,Jawa Tengah,<25k,13,3277.84,252.14,2026-03-20 09:51:30,Regular
user_00644,2024-10-28,28,M,Palembang,Sumatera Selatan,>200k,9,3668.2,407.58,2026-03-09 09:51:30,Premium
user_00645,2025-08-31,57,F,Bandung,Jawa Barat,50-100k,29,9234.76,318.44,2026-04-02 09:51:30,VIP
user_00646,2025-07-13,42,F,Bandung,Jawa Barat,<25k,1,141.06,141.06,2026-03-08 09:51:30,New
user_00647,2024-10-05,61,F,Bandung,Jawa Barat,>200k,6,779.04,129.84,2026-03-07 09:51:30,Premium
user_00648,2024-06-14,56,M,Depok,Jawa Barat,>200k,48,4938.35,102.88,2026-03-20 09:51:30,VIP
user_00649,2024-04-29,26,M,Palembang,Sumatera Selatan,>200k,26,5633.42,216.67,2026-04-03 09:51:30,VIP
user_00650,2024-09-09,45,M,Tangerang,Banten,100-200k,22,6931.58,315.07,2026-03-12 09:51:30,VIP
user_00651,2024-07-24,24,F,Bandung,Jawa Barat,50-100k,30,11839.1,394.64,2026-03-06 09:51:30,VIP
user_00652,2025-12-10,36,F,Semarang,Jawa Tengah,25-50k,0,0.0,0.0,2026-03-10 09:51:30,New
user_00653,2026-02-26,54,M,Depok,Jawa Barat,<25k,24,8269.1,344.55,2026-03-13 09:51:30,VIP
user_00654,2025-04-16,44,F,Surabaya,Jawa Timur,25-50k,27,9266.65,343.21,2026-03-27 09:51:30,VIP
user_00655,2025-06-11,52,F,Bekasi,Jawa Barat,50-100k,39,6786.09,174.0,2026-03-14 09:51:30,VIP
user_00656,2025-01-23,31,F,Depok,Jawa Barat,>200k,30,3912.71,130.42,2026-03-18 09:51:30,VIP
user_00657,2024-08-14,48,F,Semarang,Jawa Tengah,>200k,22,8764.53,398.39,2026-03-23 09:51:30,VIP
user_00658,2025-10-15,60,M,Medan,Sumatera Utara,100-200k,50,18234.51,364.69,2026-03-30 09:51:30,VIP
user_00659,2025-11-23,31,F,Makassar,Sulawesi Selatan,>200k,39,14183.36,363.68,2026-03-13 09:51:30,VIP
user_00660,2026-01-11,28,F,Jakarta,DKI Jakarta,<25k,9,2360.26,262.25,2026-03-16 09:51:30,Premium
user_00661,2024-12-15,23,M,Semarang,Jawa Tengah,25-50k,23,1978.41,86.02,2026-04-03 09:51:30,VIP
user_00662,2025-02-05,43,F,Bekasi,Jawa Barat,<25k,49,20536.04,419.1,2026-03-15 09:51:30,VIP
user_00663,2024-10-15,46,M,Medan,Sumatera Utara,>200k,18,2477.45,137.64,2026-03-10 09:51:30,Regular
user_00664,2024-06-30,50,M,Bekasi,Jawa Barat,25-50k,43,2847.78,66.23,2026-03-28 09:51:30,VIP
user_00665,2024-05-04,18,M,Surabaya,Jawa Timur,50-100k,49,11257.51,229.75,2026-03-14 09:51:30,VIP
user_00666,2025-01-25,43,M,Depok,Jawa Barat,<25k,47,17231.6,366.63,2026-03-06 09:51:30,VIP
user_00667,2025-12-03,53,F,Depok,Jawa Barat,>200k,22,4540.0,206.36,2026-03-09 09:51:30,VIP
user_00668,2025-05-26,32,M,Tangerang,Banten,100-200k,36,1875.35,52.09,2026-03-30 09:51:30,VIP
user_00669,2025-01-13,50,M,Depok,Jawa Barat,<25k,32,5837.23,182.41,2026-03-05 09:51:30,VIP
user_00670,2025-11-06,50,F,Depok,Jawa Barat,>200k,16,5798.18,362.39,2026-03-05 09:51:30,Regular
user_00671,2025-02-12,54,F,Medan,Sumatera Utara,50-100k,49,12567.61,256.48,2026-03-21 09:51:30,VIP
user_00672,2024-07-13,19,F,Surabaya,Jawa Timur,50-100k,4,888.81,222.2,2026-03-10 09:51:30,New
user_00673,2025-07-23,61,M,Makassar,Sulawesi Selatan,100-200k,22,6213.39,282.43,2026-04-04 09:51:30,VIP
user_00674,2025-06-09,33,F,Surabaya,Jawa Timur,100-200k,43,16639.05,386.95,2026-03-25 09:51:30,VIP
user_00675,2025-12-18,53,M,Tangerang,Banten,50-100k,22,3263.8,148.35,2026-03-17 09:51:30,VIP
